brand,year,selling_price,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded
Tata,2011,200000,28689,1,1,1,0
Tata,2014,495000,90000,1,1,1,2
Ford,2014,325000,80322,1,0,1,0
Ford,2019,650000,8000,4,1,1,0
Mahindra,2000,155000,50000,1,1,1,2
Maruti,2007,75000,90000,4,1,1,2
Hyundai,2015,350000,61658,1,0,1,0
Maruti,2010,90000,50000,4,1,1,4
Maruti,2016,600000,80000,1,1,1,0
Mahindra,2010,400000,185000,1,1,1,0
Maruti,2014,370000,57000,1,1,1,2
Maruti,2000,50000,60000,4,1,1,0
Honda,2004,125000,120000,4,1,1,2
Honda,2018,1800000,26000,1,1,0,0
Hyundai,2019,650000,20000,4,1,0,0
Maruti,2017,800000,30600,4,1,0,0
Volkswagen,2020,802000,5000,4,1,1,0
Audi,2015,2300000,35000,1,1,0,4
Hyundai,2016,430000,35000,1,1,1,0
Hyundai,2017,650000,23000,4,1,1,0
Mahindra,2004,170000,120000,1,1,1,0
Skoda,2011,450000,235000,1,1,0,0
Maruti,2013,250000,87000,4,1,1,0
Ford,2014,550000,72000,4,1,1,2
Jaguar,2013,2000000,64000,1,1,0,2
Maruti,2007,140000,100000,4,1,1,2
Chevrolet,2012,155000,12000,4,1,1,0
Hyundai,2010,120000,67000,4,1,1,4
Toyota,2012,287000,70000,1,1,1,0
Maruti,2016,675000,60000,1,1,1,0
Hyundai,2011,235000,74500,4,1,1,2
Hyundai,2011,300000,118700,1,1,1,2
Nissan,2015,434999,40000,4,1,0,2
Mahindra,2004,225000,223660,1,1,0,4
Toyota,2006,160000,140000,4,1,1,2
Hyundai,2020,600000,5000,4,1,1,0
Chevrolet,2016,470000,100000,1,1,1,2
Maruti,2011,300000,100000,4,1,1,2
Maruti,2018,600000,2000,4,1,1,0
Hyundai,2020,640000,4000,4,1,0,0
Tata,2006,50000,120000,1,1,1,1
Hyundai,2015,600000,35000,4,1,1,0
Hyundai,2014,290000,29000,3,1,1,0
Hyundai,2015,600000,30000,4,1,1,0
Tata,2012,190000,120000,1,1,1,0
Hyundai,2008,160000,110000,4,1,1,4
Maruti,2017,325000,15000,4,1,1,0
Mahindra,2006,200000,73756,1,1,1,0
Toyota,2018,2800000,40000,1,1,0,0
Chevrolet,2011,125000,60000,4,1,1,4
Hyundai,2008,155000,60000,4,1,1,1
Hyundai,2015,550000,90000,1,1,1,0
Maruti,2009,130000,70000,4,1,1,1
Maruti,2002,80000,70000,4,1,1,2
Toyota,2015,500000,80000,1,1,1,2
Renault,2019,250000,27000,4,1,1,0
Mahindra,2012,580000,70000,1,1,1,0
Daewoo,2002,60000,50000,4,1,1,0
Toyota,2012,300000,185000,1,1,1,0
Ford,2014,200000,90000,1,1,1,2
Tata,2017,1200000,16400,1,1,1,0
Toyota,2015,350000,80000,1,1,1,2
Mahindra,2012,600000,80000,1,1,1,2
Honda,2019,650000,4000,4,1,1,0
Maruti,2008,120000,40000,4,1,1,0
Tata,2010,180000,120000,1,1,1,2
Hyundai,2018,950000,41395,4,1,0,0
Tata,2012,250999,35000,1,1,1,2
Audi,2009,1250000,47000,1,0,0,2
Chevrolet,2013,165000,50000,4,1,1,0
Hyundai,2015,700000,48000,4,0,1,0
Mahindra,2015,750000,53000,1,0,1,0
Datsun,2018,290000,15000,4,0,0,0
Tata,2014,45000,7000,4,1,1,2
Skoda,2013,675000,88000,1,0,0,0
Nissan,2015,530000,55000,1,0,1,0
BMW,2014,1485000,48000,1,0,0,0
Chevrolet,2014,325000,71014,1,0,1,0
Honda,2015,400000,60000,1,0,1,0
Mahindra,2017,380000,71000,1,0,1,0
Honda,2016,750000,45000,4,0,0,0
Honda,2017,390000,45000,4,0,1,0
MG,2019,1825000,14000,1,0,1,0
Audi,2019,3256000,17000,1,0,0,0
Renault,2015,370000,60000,1,0,1,0
Chevrolet,2013,210000,80000,1,1,1,2
Skoda,2007,175000,181000,1,1,1,1
Hyundai,2012,575000,89550,1,1,1,2
Mahindra,2010,320000,90000,1,1,1,4
Maruti,2010,280000,149500,1,1,1,4
Renault,2013,500000,190000,1,1,1,2
Ford,2013,380000,83000,1,0,1,0
Maruti,2005,120000,20000,4,1,1,2
Maruti,2018,395000,20000,4,1,1,0
Skoda,2010,360000,160000,1,1,1,0
Nissan,2015,451000,100000,1,1,1,0
Chevrolet,2010,175000,45000,4,1,1,2
Chevrolet,2009,170000,44800,4,1,1,2
Hyundai,2006,100000,40000,4,1,1,2
Maruti,2014,150000,120000,4,1,1,4
Tata,2011,149000,10000,1,1,1,2
Tata,2011,160000,80000,1,1,1,2
Mahindra,2014,800000,156000,1,1,1,0
Toyota,2010,819999,120000,1,1,1,2
Maruti,2007,163000,100000,4,1,1,2
Mercedes-Benz,2001,350000,100000,1,1,1,2
Tata,2006,75000,100000,4,1,1,2
Maruti,2012,180000,60000,4,1,1,2
Ford,2017,675000,30000,1,1,1,0
Maruti,2013,400000,170000,1,1,1,0
Volkswagen,2013,434999,100000,1,1,1,2
Tata,2006,100000,110000,4,1,1,2
Maruti,2015,419000,170000,1,1,1,2
Tata,2009,200000,100000,4,1,1,0
Renault,2014,400000,35000,1,1,1,0
Ford,2018,790000,40000,1,1,1,2
Renault,2015,500000,90000,1,1,1,2
Skoda,2012,275000,120000,1,1,1,2
Hyundai,2012,450000,120000,1,1,1,2
Maruti,2016,360000,33000,4,0,1,0
Maruti,2010,210000,25000,4,1,1,0
Maruti,2014,220000,66000,4,0,1,0
Chevrolet,2009,250000,48000,4,1,1,0
Toyota,2016,990000,146000,1,0,1,0
Mahindra,2013,220000,100000,1,1,1,1
Jaguar,2012,1800000,50000,1,1,0,2
Honda,2014,530000,50000,4,1,1,0
Maruti,2016,575000,50000,1,1,1,0
Mahindra,2012,400000,99000,1,0,1,0
Honda,2016,680000,50000,1,1,1,0
Hyundai,2014,1000000,80000,1,1,0,0
Maruti,2016,260000,45000,4,1,1,2
Tata,2010,150000,50000,4,1,1,2
Maruti,2008,180000,70000,4,1,1,4
Force,2014,346000,37516,1,1,1,0
Mahindra,2015,450000,20000,1,1,1,0
Hyundai,2019,500000,5000,4,1,1,0
Hyundai,2019,700000,8000,1,1,1,0
Maruti,2019,280000,25880,4,1,1,0
Hyundai,2019,475000,10000,4,1,0,0
Maruti,2009,300000,50000,1,1,1,0
Maruti,2014,200999,40000,4,1,1,0
Skoda,2009,200000,100000,1,1,1,4
Chevrolet,2009,210000,80000,4,1,1,2
Tata,2012,160000,110000,1,1,1,0
Hyundai,2009,175000,136000,1,1,1,2
Tata,2012,320000,80000,1,1,1,0
Maruti,2009,110000,50000,4,1,1,2
Maruti,2008,300000,30000,4,1,1,0
Honda,2012,700000,10000,4,1,1,0
Tata,2009,135000,90000,1,1,1,1
Mahindra,2015,500000,110000,1,1,1,0
Mahindra,2012,550000,120000,1,1,1,2
Toyota,2014,1050000,90000,1,1,1,4
Honda,2016,500000,20000,4,1,1,0
Maruti,2011,180000,90000,1,1,1,2
Hyundai,2010,170000,50000,4,1,1,2
Honda,2019,484999,9000,4,1,1,0
Maruti,2011,150000,70000,4,1,1,2
Maruti,2018,380000,25000,4,1,1,0
Hyundai,2019,480000,10000,4,1,1,0
Volkswagen,2011,290000,60000,1,1,1,2
Fiat,2013,350000,70000,4,1,1,0
Maruti,2014,110000,25000,4,1,1,0
Hyundai,2003,70000,80000,4,1,1,4
Volkswagen,2011,300000,70000,4,1,0,4
Maruti,2017,180000,60000,4,1,1,0
Renault,2020,300000,20000,4,1,1,0
Maruti,2017,509000,60000,4,1,1,0
Maruti,2016,650000,80000,1,1,1,0
Maruti,2015,450000,70000,1,1,1,4
Mahindra,1999,170000,2020,1,1,1,2
Mahindra,2007,210000,100000,1,1,1,2
Hyundai,2013,360000,80000,1,1,1,2
Toyota,2011,495000,120000,1,1,1,2
Maruti,2006,105000,100000,4,1,1,4
Hyundai,2010,270000,60000,4,1,1,4
Ford,2010,130000,110000,4,1,1,0
Honda,2014,700000,90000,1,1,1,2
Chevrolet,2012,400000,40000,1,1,1,0
Maruti,2009,250000,60000,4,1,1,2
Honda,2013,325000,94000,1,1,1,2
Maruti,2008,69000,100000,4,1,1,0
Mahindra,2018,1380000,25000,1,1,1,0
Maruti,2007,90000,90000,4,1,1,0
Mahindra,2016,1000000,40000,1,1,1,0
Hyundai,2010,145000,90000,0,1,1,2
Maruti,2020,250000,1100,4,1,1,1
Maruti,2011,256000,70000,1,1,1,4
Tata,2005,70000,120000,1,1,1,0
Maruti,2000,50000,88500,4,1,1,1
Renault,2016,240000,70000,4,1,1,2
Tata,2010,97000,128000,4,1,1,0
Tata,2012,130000,120000,1,1,1,0
Maruti,2009,199000,52536,4,1,1,0
Honda,2006,125000,70000,4,1,0,0
Hyundai,2015,420000,60000,1,1,1,0
Mahindra,2016,525000,110000,1,1,1,0
Hyundai,2008,125000,85000,4,1,1,0
Hyundai,2010,325000,135000,1,1,1,0
Volkswagen,2012,330000,86000,1,1,1,1
Maruti,2010,110000,50000,4,1,1,0
Maruti,2019,450000,1950,4,1,1,0
Maruti,2005,85000,118400,4,1,1,0
Honda,2007,229999,70000,4,1,1,2
Hyundai,2012,250000,60000,4,1,1,2
Ford,2015,650000,68000,1,1,1,0
Toyota,2017,650000,6480,4,2,1,0
Maruti,2017,750000,32077,1,2,1,0
Toyota,2018,850000,19107,4,2,1,0
Hyundai,2017,315000,18469,4,2,1,0
Maruti,2015,415000,28217,4,2,1,0
Maruti,2016,640000,72787,1,2,1,0
Maruti,2017,780000,31063,4,2,1,0
Toyota,2017,2595000,79641,1,2,0,0
Hyundai,2015,850000,58692,1,2,1,0
Hyundai,2015,900000,54784,1,2,1,0
Toyota,2016,1150000,64156,4,2,1,0
Maruti,2007,75000,54000,4,1,1,0
Volkswagen,2012,215000,97000,1,1,1,0
Maruti,2009,130000,120000,4,1,0,2
Hyundai,2019,400000,16000,4,1,0,0
Maruti,2019,550000,60000,4,1,0,0
Chevrolet,2016,245000,52000,4,0,1,0
Maruti,2010,320000,110000,1,1,1,1
Mahindra,2016,730000,60000,1,1,0,2
Ford,2005,120000,100000,4,1,1,4
Honda,2017,950000,35000,4,1,1,0
Maruti,2017,350000,48000,4,1,1,4
Maruti,2005,100000,20000,4,1,1,2
Maruti,2017,350000,30000,4,1,1,0
Hyundai,2013,370000,60000,4,1,1,0
Hyundai,2012,160000,70000,4,1,1,2
Tata,2009,130000,120000,1,1,1,0
Chevrolet,2016,250000,30000,4,1,1,0
Tata,2012,270000,80000,1,1,1,2
BMW,2019,2600000,9500,1,1,0,0
Hyundai,2013,160000,80000,4,1,1,0
Hyundai,2016,229999,80000,4,1,1,0
Mahindra,2017,750000,29000,1,1,1,0
Chevrolet,2011,195000,120000,1,1,1,0
Datsun,2016,270000,22000,4,1,1,0
Skoda,2012,300000,50000,4,1,1,0
Chevrolet,2012,200000,50000,1,1,1,0
Maruti,2007,120000,81366,4,1,1,0
Maruti,2006,95000,110000,4,1,1,0
Toyota,2006,229999,300000,1,1,1,0
Renault,2012,300000,90000,1,1,1,0
Renault,2016,200000,53000,4,1,1,2
Maruti,2017,250000,30000,4,1,1,0
Maruti,2012,368000,90000,4,1,1,2
Toyota,2014,650000,244000,1,1,1,0
Mahindra,1997,150000,120000,1,1,1,4
Maruti,2012,180000,60000,3,1,1,0
Hyundai,2017,525000,15000,4,1,1,0
Ford,2005,350000,150000,1,1,1,2
Mahindra,2018,850000,30000,1,1,1,2
Volkswagen,2011,350000,312000,1,1,1,4
Maruti,2005,160000,67000,4,1,1,0
Maruti,2017,500000,40000,1,1,1,0
Hyundai,2008,130000,100000,4,1,1,0
Tata,2015,350000,100000,1,1,1,2
Maruti,2005,70000,80000,4,1,1,0
Toyota,2014,750000,145000,1,1,1,2
Honda,2013,450000,53000,1,1,1,0
Maruti,2015,430000,73000,1,1,1,4
Maruti,2011,260000,90000,1,1,1,4
Maruti,2013,370000,80000,1,1,1,4
Chevrolet,2011,229999,100000,0,1,1,0
Ford,2011,140000,90000,1,1,1,4
Toyota,2013,700000,200000,1,1,1,0
Hyundai,2020,545000,7300,4,1,1,0
Datsun,2017,200000,30000,4,1,1,0
Tata,2015,500000,120000,1,1,1,0
Maruti,2008,70000,90000,4,1,1,2
Mahindra,2013,580000,25000,1,1,1,4
Maruti,2012,160000,70000,0,1,1,2
Maruti,2010,160000,36000,4,1,1,0
Maruti,2016,760000,49000,1,1,1,0
Hyundai,2015,300000,22000,4,1,1,0
Maruti,1998,50000,35000,3,1,1,2
Mahindra,2019,800000,24000,1,1,1,0
Maruti,2018,680000,20000,1,1,1,0
Maruti,2009,85000,50000,3,1,1,2
Toyota,2016,1300000,70000,1,1,1,0
Maruti,2016,500000,60000,4,1,1,0
Audi,2015,3500000,35000,1,1,0,0
Hyundai,2008,145000,60000,4,1,1,0
Mahindra,2013,300000,60000,1,1,1,0
Maruti,2017,600000,60000,1,1,1,2
Maruti,2015,400000,70000,4,1,1,2
Hyundai,2007,130000,135000,4,1,1,2
Maruti,2001,45000,72539,4,1,1,2
Maruti,2017,641000,25000,4,1,1,0
Maruti,2015,650000,50000,1,1,1,0
Ford,2020,784000,101,1,0,1,3
Ford,2020,635000,101,4,0,1,3
Ford,2020,1000000,101,1,0,1,3
Ford,2015,495000,52328,1,0,1,0
Hyundai,2013,324000,30000,4,1,1,0
Ford,2016,2100000,91505,1,0,0,0
Maruti,2018,200000,35000,4,1,1,0
Maruti,2015,320000,60000,1,1,1,0
Hyundai,2015,300000,20500,4,1,1,0
Tata,2013,180000,200000,1,1,1,0
Toyota,2008,500000,154000,1,1,1,4
Toyota,2011,305000,120000,4,1,1,2
Maruti,2009,125000,50000,4,1,1,1
Maruti,2015,800000,135000,1,1,1,0
Mahindra,2009,420000,100000,1,1,1,0
Maruti,2017,875000,40000,1,1,1,0
Maruti,2014,580000,70000,1,1,1,0
Maruti,2011,350000,133000,1,1,1,2
Hyundai,2004,120000,110000,4,1,1,2
Tata,2013,150000,180000,1,1,1,4
Renault,2013,650000,120000,1,1,1,0
Maruti,2010,225000,80000,4,1,1,2
Honda,2014,400000,15000,4,1,0,0
Hyundai,2005,250000,70000,4,1,1,0
Hyundai,2008,120000,41723,4,1,1,2
Maruti,2010,250000,70000,4,1,1,0
Maruti,2012,175000,20000,4,1,1,2
Maruti,2018,590000,26350,1,0,1,0
Tata,2015,225000,68745,1,0,1,0
Mahindra,2016,900000,47000,1,1,1,0
Maruti,2017,375000,27289,4,0,0,0
Hyundai,2016,320000,24662,4,0,1,0
Maruti,2013,525000,37000,1,0,1,0
Nissan,2014,650000,28245,1,0,1,0
Hyundai,2017,575000,27005,1,0,1,0
Hyundai,2014,355000,39227,4,0,1,0
Mahindra,2016,470000,31367,1,0,1,0
Maruti,2008,221000,35008,4,0,1,0
Hyundai,2009,195000,27005,4,0,1,0
Hyundai,2004,90000,100005,4,0,1,2
Hyundai,2013,580000,45264,1,0,1,0
Maruti,2014,325000,39093,4,0,1,0
Honda,2013,495000,45241,4,0,1,0
Hyundai,2014,290000,12000,4,0,1,0
Datsun,2018,375000,2769,4,0,1,0
Tata,2011,211000,43128,1,0,1,0
Maruti,2004,70000,50000,4,1,1,2
Hyundai,2010,225000,60000,4,1,1,2
Mahindra,2014,420000,70000,1,1,1,4
Chevrolet,2015,280000,22255,4,1,1,0
Hyundai,2013,400000,59213,4,1,1,0
Mahindra,2015,850000,55000,1,1,1,0
Ford,2011,550000,80000,1,1,1,0
Renault,2018,1000000,40000,1,1,1,0
Mahindra,2014,350000,170000,1,1,1,0
Tata,2011,350000,170000,1,1,1,2
Honda,2007,170000,70000,4,1,1,4
Ford,2020,828999,1010,4,0,1,3
Ford,2020,1119000,1010,4,0,1,3
Ford,2020,746000,1111,4,0,1,3
Ford,2020,1030000,1010,4,0,1,3
Ford,2020,1334000,1010,1,0,1,3
Ford,2020,811999,1010,4,0,1,3
Ford,2020,1331000,1010,1,0,1,3
Ford,2020,852000,1010,4,0,1,3
Tata,2006,45000,120000,1,1,1,2
Renault,2013,430000,70000,1,1,1,4
Mahindra,2015,830000,70000,1,1,1,0
Mahindra,2009,409999,110000,1,1,1,2
Maruti,2012,190000,80000,1,1,1,4
Honda,2007,200000,80000,4,1,1,2
Hyundai,2006,120000,110000,4,1,1,2
Mahindra,2019,850000,50000,1,1,1,0
Tata,2011,95000,115000,1,1,1,1
Maruti,2013,213000,80000,4,1,1,0
Volkswagen,2018,660000,25000,1,1,1,0
Nissan,2017,415000,48965,4,0,1,0
Ford,2019,1100000,5166,4,0,1,3
Mahindra,2012,650000,76290,1,0,1,0
Mahindra,2016,969999,70000,1,1,0,2
Mahindra,2016,1250000,35000,1,1,1,0
Maruti,2017,715000,25000,1,1,0,0
Maruti,2016,565000,47000,1,0,1,0
Mahindra,2013,615000,45766,1,1,1,2
Tata,2007,199000,78771,1,0,1,2
Maruti,2010,325000,79357,1,0,1,0
Ford,2012,409999,28000,1,1,1,0
Hyundai,2012,500000,72000,1,0,0,2
Ford,2011,225000,76736,1,0,1,2
Maruti,2007,135000,70000,4,1,1,2
Renault,2012,750000,80000,1,1,0,2
Maruti,2009,155000,60000,3,1,1,2
Volkswagen,2012,335000,77000,1,0,1,4
Ford,2005,114999,92645,1,0,1,1
Mercedes-Benz,2007,699000,101849,1,0,1,2
Mahindra,2004,110000,120000,1,1,1,1
Hyundai,2012,300000,80000,4,1,1,0
Mahindra,2014,700000,70000,1,1,1,2
Maruti,2017,700000,120000,1,1,1,0
Maruti,2013,210000,42000,4,1,1,4
Maruti,2012,600000,120000,1,1,1,4
Tata,2012,180000,155836,1,1,1,2
Maruti,2011,220000,59000,4,1,1,2
Chevrolet,2009,70000,60000,4,1,1,0
Hyundai,2018,950000,70000,1,1,1,2
Ford,2014,800000,20000,1,1,1,0
Mahindra,2012,700000,120000,1,1,1,4
Renault,2016,265000,40000,4,1,1,0
Volkswagen,2011,175000,90000,1,1,1,4
Mahindra,2012,260000,89000,1,1,1,2
Toyota,2013,950000,80000,1,1,1,4
Maruti,2009,250000,200000,1,1,1,1
Mahindra,2015,630000,50000,1,1,1,0
Tata,2012,35000,35000,4,1,1,4
Chevrolet,2014,330000,200000,1,1,1,4
Maruti,2009,150000,120000,4,1,1,0
Tata,2008,105000,90000,1,1,1,0
Tata,2013,185000,65000,1,1,1,0
Fiat,2014,260000,50000,1,1,1,0
Maruti,2012,450000,33000,1,1,1,0
Maruti,2016,500000,38000,4,1,1,0
Maruti,2012,260000,40000,4,1,1,0
Volkswagen,2012,265000,55000,1,1,1,2
Mahindra,2017,800000,26000,1,1,1,2
Tata,2016,869999,80000,1,1,1,0
Maruti,2018,690000,40000,4,1,1,0
Mitsubishi,2011,825000,120000,1,1,1,0
Maruti,2006,160000,63230,4,1,1,2
Mahindra,2006,300000,120000,1,1,1,2
Maruti,2005,100000,100000,4,1,1,4
Hyundai,2015,530000,77000,1,1,1,2
Maruti,2016,360000,30000,4,1,1,0
Maruti,2015,220000,40000,4,1,1,0
Maruti,2017,178000,35000,4,1,1,0
Mahindra,2018,515000,5000,1,1,1,0
Maruti,2014,300000,35000,4,1,1,0
Tata,2012,150000,80000,1,1,1,2
Tata,2017,750000,15000,4,1,1,0
Toyota,2012,950000,80000,1,1,1,0
Maruti,2006,90000,40000,4,1,1,2
Tata,2008,65000,110000,4,1,1,4
Hyundai,2012,312000,90000,1,1,1,2
Maruti,2018,700000,25000,1,1,1,0
Hyundai,2005,150000,47000,4,1,1,0
Renault,2013,450000,60000,1,1,1,0
Hyundai,2010,229999,120000,1,1,1,2
Maruti,2008,111000,120000,1,1,1,0
Maruti,2012,250000,140000,1,1,1,2
Ford,2019,750000,1001,1,0,1,0
Ford,2017,774000,1758,4,0,0,0
Ford,2018,711000,1452,4,0,0,0
Ford,2017,600000,35122,1,0,1,0
Maruti,2015,455000,92621,1,0,1,0
Datsun,2015,225000,92198,4,0,1,2
Maruti,2019,650000,5000,1,1,1,0
Chevrolet,2013,200000,50000,4,1,1,0
Hyundai,2016,875000,74000,1,1,0,0
Skoda,2017,750000,40000,1,1,0,0
Maruti,2019,725000,22000,1,1,0,0
Maruti,2007,100000,100000,4,1,1,2
Tata,2019,1100000,40000,1,1,1,0
Ford,2017,2700000,30000,1,1,0,0
Renault,2016,280000,23000,4,1,1,0
Tata,2009,150000,30000,1,1,1,0
Tata,2010,200000,50000,4,1,1,0
Maruti,2010,148000,100000,1,1,1,2
Maruti,2011,254999,70000,4,1,1,2
Maruti,2013,360000,60000,4,1,1,2
Maruti,2006,95000,90000,4,1,1,2
Mahindra,2007,185000,230000,1,1,1,2
Tata,2012,185000,40000,1,1,1,0
Renault,2019,300000,15000,4,1,1,0
Hyundai,2018,800000,40000,4,1,1,0
Maruti,2000,60000,50000,4,1,1,0
Fiat,2010,80000,50000,4,1,1,2
Hyundai,2018,500000,8000,4,1,1,0
Hyundai,2013,250000,35000,4,1,1,0
Tata,2010,250000,80000,1,1,1,0
Maruti,2005,125000,50000,4,1,1,2
Maruti,2002,100000,80000,4,1,1,1
Mahindra,2010,480000,90000,1,1,1,0
Mahindra,2018,320000,30000,4,1,1,2
Maruti,2010,130000,70000,4,1,1,2
Tata,2006,57000,80000,1,1,1,2
Hyundai,2005,75000,60000,4,1,1,0
Maruti,2003,60000,35000,4,1,1,0
Maruti,2008,125000,70000,4,1,1,0
Honda,2004,105000,100000,4,1,1,4
Maruti,2008,125000,152000,3,1,1,2
Maruti,1998,69000,70000,4,1,1,2
Tata,2012,130000,90000,1,1,1,2
Maruti,2019,630000,40000,4,1,1,0
Honda,2016,330000,50000,4,1,1,2
Maruti,2014,340000,15000,4,1,1,2
Hyundai,2006,60000,120000,4,1,1,4
Tata,2014,550000,78322,1,1,1,0
Maruti,2014,480000,110000,1,1,1,2
Hyundai,2013,315000,80000,1,1,1,2
Ford,2012,165000,120000,1,1,1,0
Chevrolet,2016,170000,125000,4,1,1,0
Maruti,2018,550000,8000,4,1,1,0
Volkswagen,2018,465000,13000,4,1,1,0
Tata,2012,120000,80000,1,1,1,4
Hyundai,2008,220000,54309,4,1,1,0
Ford,2011,180000,70000,1,1,1,2
Chevrolet,2006,150000,34600,4,1,1,4
Tata,2016,520000,25000,4,1,1,0
Tata,2013,430000,80000,1,1,1,4
Mahindra,2009,300000,55000,1,1,1,2
Hyundai,2020,1000000,5000,1,1,1,0
Honda,2017,725000,30000,1,1,1,0
Hyundai,2011,500000,31000,1,1,1,0
Maruti,2011,250000,50000,4,1,1,0
Maruti,2018,700000,38217,1,1,1,0
Ford,2011,185000,50000,4,1,1,4
Maruti,2011,200000,120000,1,1,1,0
Mahindra,2004,315000,110000,1,1,1,4
Tata,2019,1700000,10000,1,1,1,0
Mahindra,2016,370000,60000,4,1,1,0
Hyundai,2011,250000,50000,4,1,1,0
Maruti,2019,500000,15000,4,1,1,0
Toyota,2008,400000,35000,4,1,1,2
Tata,2014,200000,100000,1,1,1,0
Maruti,2016,284000,40000,1,1,1,2
Maruti,2007,80000,60000,4,1,1,4
Chevrolet,2014,170000,77000,4,1,1,0
Hyundai,2011,150000,60000,4,1,1,0
Tata,2010,110000,77073,4,1,1,2
Ford,2016,400000,70000,1,1,1,0
Hyundai,2013,275000,90000,3,1,1,2
Toyota,2013,800000,186000,1,1,1,4
Mahindra,2014,550000,90000,1,1,1,0
Maruti,2007,125000,100000,4,1,1,2
Chevrolet,2010,135000,80000,4,1,1,2
Mahindra,2012,349000,150000,1,1,1,0
Maruti,2014,458000,80000,1,1,1,0
Maruti,2018,300000,35000,4,1,1,0
Maruti,2008,95000,70000,4,1,1,0
Maruti,2018,850000,50000,1,1,1,0
Ford,2019,750000,25000,1,1,1,0
Ford,2013,190000,120000,1,1,1,0
Maruti,2009,150000,70000,4,1,1,0
Hyundai,2009,114999,106000,4,1,1,4
Toyota,2010,320000,120000,4,1,1,4
Maruti,2019,300000,120000,0,1,1,0
Maruti,2016,275000,160000,4,1,1,0
Chevrolet,2010,140000,120000,4,1,1,2
Tata,2020,830000,10000,4,1,1,0
Volkswagen,2013,380000,50000,4,1,1,0
Hyundai,2010,150000,90000,4,1,1,2
Chevrolet,2008,50000,70000,4,1,1,0
Mahindra,2008,155000,100000,1,1,1,0
Skoda,2010,300000,80000,4,1,1,0
Maruti,2018,300000,16584,4,0,1,0
Tata,2016,385000,38000,1,0,1,0
Maruti,2010,221000,51000,4,0,1,0
Tata,2016,381000,38000,1,0,1,0
Maruti,2015,250999,35000,4,0,1,0
Hyundai,2002,60000,120000,4,1,1,4
Tata,2016,380000,38000,1,0,1,0
Skoda,2008,180000,144000,1,1,1,4
Maruti,2017,751000,64000,1,0,1,0
Mahindra,2015,1250000,60000,1,0,0,0
Hyundai,2014,229999,65000,4,0,1,0
Tata,2019,1250000,24000,1,1,1,0
Mahindra,2014,782000,58000,1,0,1,2
Mahindra,2014,780000,58000,1,0,1,2
Maruti,2016,245000,68000,4,0,1,0
Hyundai,2011,321000,81257,1,0,1,0
Hyundai,2017,509999,44000,1,0,1,0
Tata,2015,110000,45000,4,0,1,0
Volkswagen,2013,400000,75000,1,0,1,0
Maruti,2013,370000,90000,4,1,1,0
Hyundai,2007,175000,80000,1,1,1,2
Mercedes-Benz,1998,1000000,35000,4,1,0,2
Maruti,2013,92800,25000,4,1,1,2
Tata,2014,291000,90000,1,1,1,0
Hyundai,2013,335000,110000,1,1,1,4
Maruti,2013,170000,35000,4,1,1,0
Maruti,2019,295000,10000,4,1,1,0
Renault,2019,375000,10000,4,1,1,0
Hyundai,2012,215000,70000,4,1,1,2
Ford,2009,150000,110000,1,1,1,2
Maruti,2003,60000,5000,4,1,1,2
Tata,2012,280000,110000,1,1,1,1
Toyota,2016,450000,50000,1,1,1,2
Mahindra,2018,1150000,58000,1,1,1,0
Maruti,2018,650000,15000,1,1,1,0
Tata,2015,300000,60000,4,1,1,2
Tata,2015,73000,57000,4,1,1,0
Maruti,2015,400000,87000,1,1,1,4
Renault,2017,300000,70000,4,1,1,0
Maruti,2012,300000,30000,4,1,0,2
Maruti,2012,450000,80000,1,1,1,0
Hyundai,2009,200000,100000,4,1,1,2
Maruti,2019,580000,40000,4,1,1,0
Hyundai,2017,550000,3917,4,1,1,0
Mahindra,2007,190000,160000,1,1,1,2
Tata,2017,450000,35000,1,1,1,0
Chevrolet,2014,220000,70000,4,1,1,0
Maruti,2012,310000,69069,4,0,1,0
Hyundai,2019,650000,13500,4,1,1,0
Maruti,2014,300000,59059,4,0,1,0
Hyundai,2013,200000,70000,4,1,1,0
Honda,2012,285000,39039,4,0,1,0
Honda,2014,335000,33033,4,0,1,0
Hyundai,2011,370000,55168,4,1,1,2
Hyundai,2013,375000,41041,4,0,1,0
Hyundai,2009,235000,67067,4,0,1,0
Hyundai,2013,345000,66066,4,0,0,0
Mahindra,2013,365000,82082,1,0,1,0
Hyundai,2014,400000,48000,4,1,1,0
Hyundai,2012,465000,70070,1,0,0,0
Renault,2017,300000,10000,4,1,1,0
Maruti,2018,655000,25000,4,1,1,0
Maruti,2016,350000,30000,0,1,1,2
Hyundai,2015,500000,50000,4,0,0,0
Hyundai,2015,465000,63063,4,0,0,0
Maruti,2008,263000,70000,1,1,1,0
Maruti,2012,250000,90000,4,1,1,0
Hyundai,1999,60000,90000,4,1,1,1
Hyundai,2005,70000,90000,4,1,1,4
Honda,2017,650000,140000,1,1,1,0
Hyundai,2014,370000,80000,1,1,1,2
Maruti,2016,509999,40000,1,1,1,0
Maruti,2011,280000,33000,4,1,1,0
Maruti,2010,180000,40000,4,1,1,0
Ford,2017,650000,6000,4,1,1,0
Hyundai,2010,200000,78000,1,0,1,2
Hyundai,2011,210000,72000,1,0,1,4
Tata,2011,75000,9528,4,0,1,0
Toyota,2011,450000,135200,1,0,1,0
